gene_name	type	chromsome	start	stop	length	strand
AT4G13710	protein_coding_gene	Chr4	7962430	7966518	4089	+
AT4G13720	protein_coding_gene	Chr4	7966952	7968925	1974	-
AT4G13730	protein_coding_gene	Chr4	7970200	7974248	4049	+
AT4G13750	protein_coding_gene	Chr4	7975191	7987620	12430	+
AT4G13760	protein_coding_gene	Chr4	7988058	7989648	1591	+
AT4G13770	protein_coding_gene	Chr4	7990485	7992311	1827	-
AT4G13780	protein_coding_gene	Chr4	7993155	7998515	5361	-
AT4G13790	protein_coding_gene	Chr4	7999714	8000222	509	-
AT4G13800	protein_coding_gene	Chr4	8001862	8004139	2278	-
AT4G13810	protein_coding_gene	Chr4	8005032	8007510	2479	-
AT4G13820	protein_coding_gene	Chr4	8007989	8010745	2757	-
AT4G13830	protein_coding_gene	Chr4	8011424	8012780	1357	+
AT4G13840	protein_coding_gene	Chr4	8013893	8016486	2594	-
AT4G13850	protein_coding_gene	Chr4	8020951	8022260	1310	+
AT4G13860	protein_coding_gene	Chr4	8022601	8023162	562	+
AT4G13870	protein_coding_gene	Chr4	8023319	8025582	2264	-
AT4G13880	protein_coding_gene	Chr4	8025804	8028614	2811	+
AT4G13885	protein_coding_gene	Chr4	8028911	8030754	1844	-
AT4G13890	protein_coding_gene	Chr4	8031972	8033723	1752	-
AT4G13918	other_RNA	Chr4	8043587	8047176	3590	-
AT4G13920	protein_coding_gene	Chr4	8043803	8046559	2757	+
AT4G13930	protein_coding_gene	Chr4	8047692	8050106	2415	-
AT4G13940	protein_coding_gene	Chr4	8054861	8057181	2321	+
AT4G13950	protein_coding_gene	Chr4	8058072	8058675	604	-
AT4G13955	protein_coding_gene	Chr4	8059307	8059742	436	+
AT4G13960	protein_coding_gene	Chr4	8060681	8062231	1551	-
AT4G13965	protein_coding_gene	Chr4	8066138	8067577	1440	-
AT4G13968	protein_coding_gene	Chr4	8069134	8069901	768	+
AT4G13970	protein_coding_gene	Chr4	8070189	8075501	5313	-
AT4G13980	protein_coding_gene	Chr4	8076980	8079314	2335	-
AT4G13985	protein_coding_gene	Chr4	8080118	8081669	1552	-
AT4G13990	protein_coding_gene	Chr4	8084395	8086095	1701	+
AT4G13992	protein_coding_gene	Chr4	8087340	8089268	1929	+
AT4G14000	protein_coding_gene	Chr4	8090817	8092672	1856	+
AT4G14010	protein_coding_gene	Chr4	8092833	8093382	550	-
AT4G14020	protein_coding_gene	Chr4	8095215	8095736	522	-
AT4G14030	protein_coding_gene	Chr4	8097918	8100260	2343	-
AT4G14040	protein_coding_gene	Chr4	8100349	8102875	2527	-
AT4G14050	protein_coding_gene	Chr4	8103645	8105521	1877	-
AT4G14060	protein_coding_gene	Chr4	8107337	8108307	971	+
AT4G14070	protein_coding_gene	Chr4	8111962	8118160	6199	-
AT4G14080	protein_coding_gene	Chr4	8118537	8120358	1822	-
AT4G14090	protein_coding_gene	Chr4	8122188	8123835	1648	-
AT4G14096	protein_coding_gene	Chr4	8124415	8126514	2100	+
AT4G14100	protein_coding_gene	Chr4	8120718	8122417	1700	+
AT4G14103	protein_coding_gene	Chr4	8126915	8128833	1919	+
AT4G14104	protein_coding_gene	Chr4	8128708	8129534	827	-
AT4G14105	protein_coding_gene	Chr4	8129476	8129676	201	-
AT4G14110	protein_coding_gene	Chr4	8132886	8134920	2035	-
AT4G14120	protein_coding_gene	Chr4	8135124	8136967	1844	+
AT4G14130	protein_coding_gene	Chr4	8137051	8138281	1231	-
AT4G14140	protein_coding_gene	Chr4	8146345	8152131	5787	+
AT4G14145	protein_coding_gene	Chr4	8152290	8153678	1389	-
AT4G14147	protein_coding_gene	Chr4	8153807	8156790	2984	-
AT4G14150	protein_coding_gene	Chr4	8158572	8165008	6437	-
AT4G14160	protein_coding_gene	Chr4	8167426	8173368	5943	+
AT4G14165	protein_coding_gene	Chr4	8174598	8175715	1118	-
AT4G14170	protein_coding_gene	Chr4	8176324	8178142	1819	-
AT4G14180	protein_coding_gene	Chr4	8178330	8183515	5186	+
AT4G14190	protein_coding_gene	Chr4	8183544	8185187	1644	-
AT4G14200	protein_coding_gene	Chr4	8185370	8188783	3414	-
AT4G14210	protein_coding_gene	Chr4	8190212	8195265	5054	-
AT4G14220	protein_coding_gene	Chr4	8195881	8198562	2682	+
AT4G14225	protein_coding_gene	Chr4	8198777	8199202	426	+
AT4G14226	protein_coding_gene	Chr4	8199425	8199592	168	-
AT4G14230	protein_coding_gene	Chr4	8200667	8203238	2572	-
AT4G14240	protein_coding_gene	Chr4	8204347	8207408	3062	-
AT4G14250	protein_coding_gene	Chr4	8208748	8213237	4490	-
AT4G14251	protein_coding_gene	Chr4	8213701	8213883	183	-
AT4G14260	protein_coding_gene	Chr4	8216321	8217571	1251	-
AT4G14270	protein_coding_gene	Chr4	8218378	8219322	945	+
AT4G14272	protein_coding_gene	Chr4	8219622	8220026	405	+
AT4G14276	protein_coding_gene	Chr4	8220756	8221193	438	+
AT4G14280	protein_coding_gene	Chr4	8222518	8225185	2668	+
AT4G14290	protein_coding_gene	Chr4	8225481	8230281	4801	-
AT4G14300	protein_coding_gene	Chr4	8231017	8233491	2475	+
AT4G14301	protein_coding_gene	Chr4	8233764	8234227	464	-
AT4G14305	protein_coding_gene	Chr4	8235093	8236715	1623	-
AT4G14310	protein_coding_gene	Chr4	8236759	8240324	3566	-
AT4G14315	protein_coding_gene	Chr4	8240957	8241315	359	+
AT4G14320	protein_coding_gene	Chr4	8241732	8243910	2179	-
AT4G14330	protein_coding_gene	Chr4	8244194	8247444	3251	+
AT4G14340	protein_coding_gene	Chr4	8248286	8251998	3713	-
AT4G14342	protein_coding_gene	Chr4	8253550	8255508	1959	-
AT4G14345	tRNA	Chr4	8255700	8255771	72	+
AT4G14350	protein_coding_gene	Chr4	8256086	8260787	4702	-
AT4G14358	protein_coding_gene	Chr4	8267496	8267825	330	+
AT4G14360	protein_coding_gene	Chr4	8267289	8271121	3833	-
AT4G14365	protein_coding_gene	Chr4	8271464	8273765	2302	-
AT4G14368	protein_coding_gene	Chr4	8274170	8278810	4641	-
AT4G14370	protein_coding_gene	Chr4	8279641	8283263	3623	-
AT4G14380	protein_coding_gene	Chr4	8285766	8286772	1007	+
AT4G14385	protein_coding_gene	Chr4	8286986	8288800	1815	-
AT4G14390	protein_coding_gene	Chr4	8289644	8292083	2440	+
AT4G14400	protein_coding_gene	Chr4	8294446	8298602	4157	+
AT4G14403	protein_coding_gene	Chr4	8299042	8299134	93	-
AT4G14410	protein_coding_gene	Chr4	8299759	8301667	1909	+
AT4G14415	tRNA	Chr4	8301725	8301798	74	-
AT4G14420	protein_coding_gene	Chr4	8301946	8303915	1970	-
AT4G14430	protein_coding_gene	Chr4	8304600	8305705	1106	-
AT4G14440	protein_coding_gene	Chr4	8306745	8307753	1009	-
AT4G14450	protein_coding_gene	Chr4	8309474	8310058	585	+
AT4G14455	protein_coding_gene	Chr4	8310336	8312321	1986	+
AT4G14465	protein_coding_gene	Chr4	8320630	8322201	1572	+
AT4G14480	protein_coding_gene	Chr4	8330081	8331544	1464	-
AT4G14490	protein_coding_gene	Chr4	8332097	8333578	1482	-
AT4G14500	protein_coding_gene	Chr4	8334176	8337273	3098	+
AT4G14504	miRNA	Chr4	8336207	8336331	125	+
AT4G14510	protein_coding_gene	Chr4	8337276	8341159	3884	-
AT4G14520	protein_coding_gene	Chr4	8341335	8343234	1900	+
AT4G14530	protein_coding_gene	Chr4	8343476	8343883	408	-
AT4G14540	protein_coding_gene	Chr4	8344616	8345218	603	+
AT4G14548	other_RNA	Chr4	8347010	8347764	755	+
AT4G14550	protein_coding_gene	Chr4	8347822	8350019	2198	-
AT4G14560	protein_coding_gene	Chr4	8361058	8361986	929	+
AT4G14570	protein_coding_gene	Chr4	8362184	8366653	4470	+
AT4G14580	protein_coding_gene	Chr4	8367887	8369167	1281	-
AT4G14590	protein_coding_gene	Chr4	8374391	8375962	1572	+
AT4G14600	protein_coding_gene	Chr4	8376400	8378335	1936	+
AT4G14605	protein_coding_gene	Chr4	8378429	8380714	2286	+
AT4G14615	protein_coding_gene	Chr4	8383764	8385079	1316	+
AT4G14620	protein_coding_gene	Chr4	8389040	8390833	1794	-
AT4G14622	protein_coding_gene	Chr4	8389040	8390833	1794	-
AT4G14630	protein_coding_gene	Chr4	8392841	8393813	973	+
AT4G14640	protein_coding_gene	Chr4	8397712	8400076	2365	+
AT4G14650	protein_coding_gene	Chr4	8400574	8402911	2338	-
AT4G14660	protein_coding_gene	Chr4	8406335	8407845	1511	-
AT4G14670	protein_coding_gene	Chr4	8410054	8412557	2504	+
AT4G14680	protein_coding_gene	Chr4	8413288	8415391	2104	-
AT4G14690	protein_coding_gene	Chr4	8418283	8419263	981	+
AT4G14695	protein_coding_gene	Chr4	8419799	8421030	1232	+
AT4G14700	protein_coding_gene	Chr4	8422231	8424760	2530	+
AT4G14710	protein_coding_gene	Chr4	8424667	8426558	1892	-
AT4G14713	protein_coding_gene	Chr4	8426710	8429647	2938	-
AT4G14716	protein_coding_gene	Chr4	8430207	8431945	1739	-
AT4G14720	protein_coding_gene	Chr4	8431973	8435075	3103	-
AT4G14723	protein_coding_gene	Chr4	8439899	8440839	941	+
AT4G14730	protein_coding_gene	Chr4	8448549	8450073	1525	+
AT4G14740	protein_coding_gene	Chr4	8450289	8454028	3740	-
AT4G14746	protein_coding_gene	Chr4	8462614	8464326	1713	-
AT4G14750	protein_coding_gene	Chr4	8470381	8472187	1807	+
AT4G14760	protein_coding_gene	Chr4	8475457	8481094	5638	+
AT4G14770	protein_coding_gene	Chr4	8481370	8484825	3456	-
AT4G14780	protein_coding_gene	Chr4	8492832	8494591	1760	+
AT4G14785	protein_coding_gene	Chr4	8495173	8495620	448	+
AT4G14790	protein_coding_gene	Chr4	8496031	8500152	4122	-
AT4G14800	protein_coding_gene	Chr4	8500266	8502240	1975	+
AT4G14805	protein_coding_gene	Chr4	8502374	8503199	826	-
AT4G14810	protein_coding_gene	Chr4	8504145	8504509	365	+
AT4G14811	miRNA	Chr4	8504141	8504314	174	-
AT4G14815	protein_coding_gene	Chr4	8505043	8505952	910	+
AT4G14819	protein_coding_gene	Chr4	8507263	8507789	527	+
AT4G14820	protein_coding_gene	Chr4	8507794	8510038	2245	-
AT4G14830	protein_coding_gene	Chr4	8510908	8511928	1021	+
AT4G14840	protein_coding_gene	Chr4	8511487	8513727	2241	-
AT4G14850	protein_coding_gene	Chr4	8513859	8516360	2502	+
AT4G14860	protein_coding_gene	Chr4	8516531	8517079	549	+
AT4G14870	protein_coding_gene	Chr4	8517192	8517902	711	+
AT4G14880	protein_coding_gene	Chr4	8517960	8520521	2562	-
AT4G14890	protein_coding_gene	Chr4	8520832	8521456	625	+
AT4G14900	protein_coding_gene	Chr4	8521522	8523705	2184	-
AT4G14905	protein_coding_gene	Chr4	8526371	8528010	1640	-
AT4G14910	protein_coding_gene	Chr4	8528167	8530334	2168	-
AT4G14920	protein_coding_gene	Chr4	8531043	8535842	4800	-
AT4G14930	protein_coding_gene	Chr4	8538586	8541899	3314	+
AT4G14940	protein_coding_gene	Chr4	8541879	8544566	2688	+
AT4G14950	protein_coding_gene	Chr4	8545171	8548055	2885	+
AT4G14960	protein_coding_gene	Chr4	8548492	8550453	1962	-
AT4G14965	protein_coding_gene	Chr4	8551244	8553554	2311	+
AT4G14970	protein_coding_gene	Chr4	8553643	8561664	8022	+
AT4G14980	protein_coding_gene	Chr4	8561876	8563639	1764	-
AT4G14990	protein_coding_gene	Chr4	8565622	8569814	4193	-
AT4G15000	protein_coding_gene	Chr4	8571833	8572489	657	+
AT4G15010	protein_coding_gene	Chr4	8572905	8575231	2327	-
AT4G15020	protein_coding_gene	Chr4	8575386	8578688	3303	+
AT4G15030	protein_coding_gene	Chr4	8578978	8581331	2354	+
AT4G15040	protein_coding_gene	Chr4	8581373	8584122	2750	-
AT4G15050	protein_coding_gene	Chr4	8588548	8590345	1798	-
AT4G15053	protein_coding_gene	Chr4	8591930	8593834	1905	-
AT4G15056	protein_coding_gene	Chr4	8595985	8597430	1446	-
AT4G15060	protein_coding_gene	Chr4	8599035	8601761	2727	+
AT4G15061	protein_coding_gene	Chr4	8602048	8602182	135	-
AT4G15070	protein_coding_gene	Chr4	8603424	8606141	2718	-
AT4G15075	protein_coding_gene	Chr4	8607777	8608519	743	+
AT4G15080	protein_coding_gene	Chr4	8608700	8612693	3994	-
AT4G15090	protein_coding_gene	Chr4	8614067	8618145	4079	+
AT4G15093	protein_coding_gene	Chr4	8618343	8619646	1304	+
AT4G15096	protein_coding_gene	Chr4	8620596	8622635	2040	+
AT4G15100	protein_coding_gene	Chr4	8625855	8629531	3677	+
AT4G15110	protein_coding_gene	Chr4	8629773	8633055	3283	-
AT4G15120	protein_coding_gene	Chr4	8634725	8635561	837	+
AT4G15130	protein_coding_gene	Chr4	8637666	8639581	1916	+
AT4G15140	protein_coding_gene	Chr4	8639424	8640291	868	-
AT4G15150	protein_coding_gene	Chr4	8641672	8642278	607	-
AT4G15160	protein_coding_gene	Chr4	8646150	8647252	1103	+
AT4G15165	protein_coding_gene	Chr4	8648832	8650382	1551	+
AT4G15180	protein_coding_gene	Chr4	8651406	8662587	11182	+
AT4G15200	protein_coding_gene	Chr4	8662992	8665759	2768	-
AT4G15210	protein_coding_gene	Chr4	8666338	8669470	3133	-
AT4G15215	protein_coding_gene	Chr4	8672070	8679176	7107	+
AT4G15230	protein_coding_gene	Chr4	8680182	8686880	6699	+
AT4G15233	protein_coding_gene	Chr4	8688289	8694558	6270	+
AT4G15236	protein_coding_gene	Chr4	8696683	8702727	6045	+
AT4G15240	protein_coding_gene	Chr4	8703075	8705378	2304	-
AT4G15242	other_RNA	Chr4	8705787	8706997	1211	-
AT4G15248	protein_coding_gene	Chr4	8708848	8709373	526	+
AT4G15250	protein_coding_gene	Chr4	8709942	8711108	1167	-
AT4G15258	snoRNA	Chr4	8713226	8713353	128	-
AT4G15260	protein_coding_gene	Chr4	8713689	8715339	1651	+
AT4G15270	protein_coding_gene	Chr4	8716601	8717796	1196	-
AT4G15280	protein_coding_gene	Chr4	8719182	8720618	1437	+
AT4G15290	protein_coding_gene	Chr4	8721487	8726669	5183	-
AT4G15300	protein_coding_gene	Chr4	8730723	8732748	2026	-
AT4G15310	protein_coding_gene	Chr4	8736721	8740047	3327	+
AT4G15320	protein_coding_gene	Chr4	8742639	8747981	5343	-
AT4G15330	protein_coding_gene	Chr4	8751387	8753157	1771	-
AT4G15340	protein_coding_gene	Chr4	8754480	8760589	6110	-
AT4G15350	protein_coding_gene	Chr4	8762953	8764594	1642	+
AT4G15360	protein_coding_gene	Chr4	8770185	8771899	1715	+
AT4G15370	protein_coding_gene	Chr4	8773786	8779685	5900	-
AT4G15380	protein_coding_gene	Chr4	8788739	8790444	1706	+
AT4G15390	protein_coding_gene	Chr4	8792812	8794293	1482	-
AT4G15393	protein_coding_gene	Chr4	8804120	8807203	3084	+
AT4G15396	protein_coding_gene	Chr4	8807527	8810512	2986	+
AT4G15400	protein_coding_gene	Chr4	8811928	8813478	1551	-
AT4G15410	protein_coding_gene	Chr4	8814801	8816805	2005	+
AT4G15415	protein_coding_gene	Chr4	8817031	8819693	2663	+
AT4G15417	protein_coding_gene	Chr4	8821717	8823076	1360	+
AT4G15420	protein_coding_gene	Chr4	8823725	8826096	2372	+
AT4G15430	protein_coding_gene	Chr4	8827876	8831504	3629	+
AT4G15440	protein_coding_gene	Chr4	8835495	8838676	3182	+
AT4G15450	protein_coding_gene	Chr4	8839414	8841276	1863	+
AT4G15460	protein_coding_gene	Chr4	8841420	8841866	447	-
AT4G15470	protein_coding_gene	Chr4	8843567	8845810	2244	+
AT4G15475	protein_coding_gene	Chr4	8845875	8848869	2995	+
AT4G15480	protein_coding_gene	Chr4	8848801	8850516	1716	-
AT4G15490	protein_coding_gene	Chr4	8852698	8854545	1848	-
AT4G15500	protein_coding_gene	Chr4	8856988	8858572	1585	-
AT4G15510	protein_coding_gene	Chr4	8860616	8862665	2050	+
AT4G15520	protein_coding_gene	Chr4	8862815	8864618	1804	+
AT4G15530	protein_coding_gene	Chr4	8864828	8870967	6140	-
AT4G15540	protein_coding_gene	Chr4	8873355	8875344	1990	+
AT4G15545	protein_coding_gene	Chr4	8875918	8877799	1882	+
AT4G15550	protein_coding_gene	Chr4	8877590	8879327	1738	-
AT4G15560	protein_coding_gene	Chr4	8883907	8887565	3659	+
AT4G15563	protein_coding_gene	Chr4	8890879	8892526	1648	+
AT4G15570	protein_coding_gene	Chr4	8892607	8898999	6393	+
AT4G15610	protein_coding_gene	Chr4	8909064	8910908	1845	+
AT4G15620	protein_coding_gene	Chr4	8913838	8915663	1826	+
AT4G15630	protein_coding_gene	Chr4	8917430	8918852	1423	+
AT4G15640	protein_coding_gene	Chr4	8918985	8921930	2946	-
AT4G15650	protein_coding_gene	Chr4	8922632	8923892	1261	+
AT4G15660	protein_coding_gene	Chr4	8925806	8926310	505	+
AT4G15670	protein_coding_gene	Chr4	8929179	8929765	587	+
AT4G15680	protein_coding_gene	Chr4	8931652	8932295	644	+
AT4G15690	protein_coding_gene	Chr4	8934324	8934921	598	+
AT4G15700	protein_coding_gene	Chr4	8937393	8937892	500	+
AT4G15710	protein_coding_gene	Chr4	8940292	8940858	567	+
AT4G15715	protein_coding_gene	Chr4	8945317	8945934	618	+
AT4G15720	protein_coding_gene	Chr4	8949460	8951540	2081	+
AT4G15730	protein_coding_gene	Chr4	8951533	8957632	6100	-
AT4G15733	protein_coding_gene	Chr4	8961720	8962119	400	+
AT4G15735	protein_coding_gene	Chr4	8963041	8963583	543	+
AT4G15740	protein_coding_gene	Chr4	8964745	8966318	1574	-
AT4G15750	protein_coding_gene	Chr4	8967554	8968604	1051	-
AT4G15755	protein_coding_gene	Chr4	8970654	8971523	870	-
AT4G15760	protein_coding_gene	Chr4	8972649	8974690	2042	-
AT4G15765	protein_coding_gene	Chr4	8975404	8977211	1808	-
AT4G15770	protein_coding_gene	Chr4	8978006	8978876	871	+
AT4G15775	tRNA	Chr4	8979656	8979728	73	+
AT4G15780	protein_coding_gene	Chr4	8979889	8981768	1880	-
AT4G15790	protein_coding_gene	Chr4	8982183	8984210	2028	+
AT4G15800	protein_coding_gene	Chr4	8984858	8985405	548	+
AT4G15802	protein_coding_gene	Chr4	8986615	8988452	1838	-
AT4G15810	protein_coding_gene	Chr4	8989162	8992591	3430	-
AT4G15820	protein_coding_gene	Chr4	8992970	8995188	2219	+
AT4G15830	protein_coding_gene	Chr4	8995113	8996601	1489	-
AT4G15840	protein_coding_gene	Chr4	8996912	9001039	4128	+
AT4G15850	protein_coding_gene	Chr4	9001330	9004734	3405	+
AT4G15870	protein_coding_gene	Chr4	9008372	9010947	2576	-
AT4G15880	protein_coding_gene	Chr4	9012645	9016116	3472	+
AT4G15885	protein_coding_gene	Chr4	9016451	9016978	528	-
AT4G15890	protein_coding_gene	Chr4	9017453	9022982	5530	+
AT4G15900	protein_coding_gene	Chr4	9023728	9027666	3939	+
AT4G15910	protein_coding_gene	Chr4	9028461	9029423	963	+
AT4G15920	protein_coding_gene	Chr4	9030517	9033395	2879	-
AT4G15930	protein_coding_gene	Chr4	9036222	9038062	1841	+
AT4G15940	protein_coding_gene	Chr4	9038289	9040370	2082	+
AT4G15950	protein_coding_gene	Chr4	9040683	9042129	1447	+
AT4G15953	protein_coding_gene	Chr4	9042897	9043337	441	+
AT4G15955	protein_coding_gene	Chr4	9043712	9045599	1888	-
AT4G15960	protein_coding_gene	Chr4	9045624	9047449	1826	-
AT4G15970	protein_coding_gene	Chr4	9049328	9051370	2043	+
AT4G15975	protein_coding_gene	Chr4	9052175	9053152	978	+
AT4G15980	protein_coding_gene	Chr4	9057466	9059983	2518	-
AT4G15990	protein_coding_gene	Chr4	9061269	9061676	408	-
AT4G16000	protein_coding_gene	Chr4	9063845	9064481	637	-
AT4G16008	protein_coding_gene	Chr4	9067830	9068512	683	+
AT4G16015	protein_coding_gene	Chr4	9073202	9074809	1608	+
AT4G16024	protein_coding_gene	Chr4	9080840	9081245	406	-
AT4G16030	protein_coding_gene	Chr4	9083447	9084727	1281	+
AT4G16040	protein_coding_gene	Chr4	9087182	9087454	273	-
AT4G16045	protein_coding_gene	Chr4	9089906	9091860	1955	+
AT4G16050	protein_coding_gene	Chr4	9092226	9094357	2132	+
AT4G16060	protein_coding_gene	Chr4	9094403	9096353	1951	+
AT4G16070	protein_coding_gene	Chr4	9096689	9100983	4295	-
AT4G16080	protein_coding_gene	Chr4	9101348	9102887	1540	-
AT4G16090	protein_coding_gene	Chr4	9103040	9103965	926	+
AT4G16095	protein_coding_gene	Chr4	9104547	9105237	691	+
AT4G16100	protein_coding_gene	Chr4	9105720	9108159	2440	+
AT4G16105	tRNA	Chr4	9108308	9108381	74	+
AT4G16110	protein_coding_gene	Chr4	9112686	9116164	3479	+
AT4G16120	protein_coding_gene	Chr4	9116302	9119317	3016	-
AT4G16130	protein_coding_gene	Chr4	9120867	9127938	7072	+
AT4G16140	protein_coding_gene	Chr4	9129016	9129841	826	+
AT4G16141	protein_coding_gene	Chr4	9131650	9133156	1507	-
AT4G16143	protein_coding_gene	Chr4	9133937	9137353	3417	-
AT4G16144	protein_coding_gene	Chr4	9137789	9141572	3784	-
AT4G16146	protein_coding_gene	Chr4	9142404	9144583	2180	-
AT4G16150	protein_coding_gene	Chr4	9148059	9153292	5234	+
AT4G16155	protein_coding_gene	Chr4	9153363	9157322	3960	-
AT4G16160	protein_coding_gene	Chr4	9157515	9158933	1419	+
AT4G16162	protein_coding_gene	Chr4	9159105	9161614	2510	-
AT4G16165	protein_coding_gene	Chr4	9164080	9164633	554	+
AT4G16180	protein_coding_gene	Chr4	9165273	9170435	5163	-
AT4G16190	protein_coding_gene	Chr4	9171467	9173105	1639	+
AT4G16195	protein_coding_gene	Chr4	9173165	9173650	486	-
AT4G16200	protein_coding_gene	Chr4	9175649	9176565	917	+
AT4G16210	protein_coding_gene	Chr4	9176673	9178048	1376	-
AT4G16215	protein_coding_gene	Chr4	9179244	9179833	590	-
AT4G16220	protein_coding_gene	Chr4	9182283	9183922	1640	+
AT4G16230	protein_coding_gene	Chr4	9185298	9186779	1482	+
AT4G16235	tRNA	Chr4	9191576	9191648	73	+
AT4G16240	protein_coding_gene	Chr4	9192336	9192568	233	-
AT4G16250	protein_coding_gene	Chr4	9195602	9199486	3885	-
AT4G16260	protein_coding_gene	Chr4	9200010	9201552	1543	-
AT4G16265	protein_coding_gene	Chr4	9202352	9204078	1727	-
AT4G16270	protein_coding_gene	Chr4	9205016	9206552	1537	+
AT4G16280	protein_coding_gene	Chr4	9206597	9214825	8229	-
AT4G16295	protein_coding_gene	Chr4	9215680	9216135	456	-
AT4G16310	protein_coding_gene	Chr4	9218636	9225264	6629	+
AT4G16330	protein_coding_gene	Chr4	9226122	9227953	1832	-
AT4G16340	protein_coding_gene	Chr4	9228185	9241317	13133	-
AT4G16350	protein_coding_gene	Chr4	9242320	9243912	1593	-
AT4G16355	other_RNA	Chr4	9244066	9244654	589	+
AT4G16360	protein_coding_gene	Chr4	9245078	9247251	2174	+
AT4G16370	protein_coding_gene	Chr4	9247302	9250091	2790	-
AT4G16380	protein_coding_gene	Chr4	9254555	9256219	1665	+
AT4G16390	protein_coding_gene	Chr4	9257958	9260277	2320	+
AT4G16400	protein_coding_gene	Chr4	9260564	9262670	2107	+
AT4G16410	protein_coding_gene	Chr4	9261866	9262601	736	-
AT4G16420	protein_coding_gene	Chr4	9262621	9266086	3466	-
AT4G16430	protein_coding_gene	Chr4	9267260	9269178	1919	+
AT4G16440	protein_coding_gene	Chr4	9269094	9271669	2576	-
AT4G16442	protein_coding_gene	Chr4	9271856	9273089	1234	-
AT4G16444	protein_coding_gene	Chr4	9274443	9276327	1885	-
AT4G16447	protein_coding_gene	Chr4	9278787	9279389	603	+
AT4G16450	protein_coding_gene	Chr4	9280020	9280854	835	+
AT4G16451	protein_coding_gene	Chr4	9280857	9281000	144	-
AT4G16460	protein_coding_gene	Chr4	9284910	9286773	1864	+
AT4G16465	tRNA	Chr4	9287209	9287282	74	+
AT4G16470	protein_coding_gene	Chr4	9287862	9289582	1721	-
AT4G16475	tRNA	Chr4	9289685	9289765	81	+
AT4G16480	protein_coding_gene	Chr4	9291119	9293203	2085	+
AT4G16490	protein_coding_gene	Chr4	9293543	9295625	2083	-
AT4G16500	protein_coding_gene	Chr4	9301388	9302022	635	-
AT4G16510	protein_coding_gene	Chr4	9302798	9305047	2250	+
AT4G16515	protein_coding_gene	Chr4	9305254	9305763	510	-
AT4G16520	protein_coding_gene	Chr4	9306663	9308462	1800	-
AT4G16530	protein_coding_gene	Chr4	9311355	9315813	4459	+
AT4G16540	protein_coding_gene	Chr4	9316023	9317153	1131	-
AT4G16550	protein_coding_gene	Chr4	9318442	9324254	5813	-
